exchangeID,publisher,creativeID,click,advertiserID,uid,browser,geo,bidAmount,impTimestamp,date
25,hearst.com,807598,0,523981,hb4044-h206-095fd-98e843407,Safari,San Francisco,0.36000000000000004,2017-11-01T03:36:27.000Z,2017-11-01
15,vice.com,251299,0,523981,hb4255-f997-775ha-65d849478,Safari,Other,0.29,2017-11-02T21:42:07.000Z,2017-11-02
7,vice.com,723750,0,523981,hb4346-e350-954ff-49d321981,Internet Explorer,San Francisco,0.9299999999999999,2017-11-01T07:18:46.000Z,2017-11-01
15,ebay.com,354160,0,523981,hb4440-c763-695fg-58a554457,Safari,Chicago,0.76,2017-11-01T00:42:13.000Z,2017-11-01
43,nytimes.com,267595,0,523981,hb4497-g632-765hh-53g703295,Chrome,Washington DC,0.57,2017-11-07T01:31:58.000Z,2017-11-07
27,nytimes.com,998183,0,523981,hb4629-d382-176ec-45e459432,Chrome,Seattle,0.2,2017-11-04T20:26:01.000Z,2017-11-04
38,facebook.com,653591,0,523981,hb4880-a498-606ag-52h009952,Internet Explorer,Chicago,0.78,2017-11-04T15:23:44.000Z,2017-11-04
27,hearst.com,592389,0,523981,hb5226-g346-516cf-50f337740,Chrome,San Francisco,0.41,2017-11-01T06:25:56.000Z,2017-11-01
6,facebook.com,573909,0,523981,hb5270-h270-339aa-16e921998,Chrome,Houston,0.56,2017-11-06T07:10:40.000Z,2017-11-06
50,yahoo.com,257926,0,523981,hb5445-e018-447cb-28e993544,Chrome,New York,0.65,2017-11-04T10:26:04.000Z,2017-11-04
24,yahoo.com,213750,0,523981,hb5732-h470-396eb-29f520432,Safari,Dallas,0.52,2017-11-01T23:09:23.000Z,2017-11-01
36,nfl.com,867257,0,523981,hb5826-d435-162bf-10b438147,Chrome,Atlanta,"",2017-11-04T13:13:17.000Z,2017-11-04
51,ebay.com,191454,0,523981,hb5901-f508-330hf-73b053315,Safari,Philadelphia,0.58,2017-11-01T02:52:13.000Z,2017-11-01
37,facebook.com,440192,0,523981,hb5906-h873-846ea-65d370982,Safari,Los Angeles,0.81,2017-11-01T16:24:19.000Z,2017-11-01
10,facebook.com,222459,0,523981,hb5953-d302-340aa-98a886294,Chrome,Los Angeles,0.12000000000000001,2017-11-05T16:13:41.000Z,2017-11-05
46,vice.com,481503,0,523981,hb5976-d008-268de-16a803170,Chrome,Seattle,0.4,2017-11-02T00:33:48.000Z,2017-11-02
21,ebay.com,304123,0,523981,hb6073-b617-851fg-91g343136,Firefox,Philadelphia,0.33,2017-11-06T06:46:49.000Z,2017-11-06
56,nfl.com,712069,0,523981,hb6142-b686-779ba-37b489913,Firefox,Dallas,"",2017-11-07T00:18:53.000Z,2017-11-07
36,facebook.com,679780,0,523981,hb6643-f301-224de-75d151152,Internet Explorer,Seattle,0.8300000000000001,2017-11-04T12:07:55.000Z,2017-11-04
10,facebook.com,703723,0,523981,hb6684-e417-051dg-04c985238,Firefox,San Francisco,0.7100000000000001,2017-11-06T04:45:13.000Z,2017-11-06
5,facebook.com,211890,0,523981,hb6743-a193-831gg-44a366213,Firefox,Chicago,1.01,2017-11-02T23:57:50.000Z,2017-11-02
31,ebay.com,286741,0,523981,hb6795-d180-400fg-02d048331,Internet Explorer,Dallas,0.72,2017-11-04T11:29:53.000Z,2017-11-04
43,ebay.com,952498,0,523981,hb7221-h365-122he-89d163551,Firefox,Atlanta,0.13999999999999999,2017-11-05T03:00:27.000Z,2017-11-05
18,hearst.com,842668,1,523981,hb7267-d846-754ag-97b830748,Chrome,Other,0.8700000000000001,2017-11-03T02:05:21.000Z,2017-11-03
29,yahoo.com,666661,0,523981,hb7310-c488-486af-53a615838,Chrome,Dallas,0.81,2017-11-04T09:27:14.000Z,2017-11-04
8,facebook.com,501493,0,523981,hb7377-b967-380ga-17c009926,Chrome,Seattle,0.87,2017-11-04T20:10:23.000Z,2017-11-04
28,facebook.com,648478,0,523981,hb7424-e365-401bg-68e100204,Safari,Denver,0.25,2017-11-03T20:45:50.000Z,2017-11-03
18,facebook.com,419180,0,523981,hb7469-d003-294gg-53c848347,Internet Explorer,Washington DC,0.62,2017-11-01T19:52:08.000Z,2017-11-01
9,ebay.com,977637,0,523981,hb7556-f382-887de-96h879849,Chrome,Denver,0.9099999999999999,2017-11-02T01:00:05.000Z,2017-11-02
45,facebook.com,753969,0,523981,hb7657-f148-649ga-37h435877,Firefox,Other,0.7000000000000001,2017-11-02T00:08:57.000Z,2017-11-02
24,facebook.com,894849,0,523981,hb7841-a173-000ef-37f758838,Chrome,Houston,0.56,2017-11-05T05:58:44.000Z,2017-11-05
49,facebook.com,479004,0,523981,hb7849-f474-976de-03d543273,Chrome,Dallas,1.02,2017-11-07T08:41:42.000Z,2017-11-07
27,espn.com,393141,0,523981,hb8205-f012-715ce-10c272251,Firefox,Seattle,0.36,2017-11-07T10:26:34.000Z,2017-11-07
35,hearst.com,254257,0,523981,hb8227-a710-783aa-40e372978,Firefox,Seattle,0.38,2017-11-07T14:04:33.000Z,2017-11-07
53,facebook.com,524655,0,523981,hb8519-e652-165fe-70a952027,Chrome,San Francisco,0.46,2017-11-07T20:32:15.000Z,2017-11-07
7,hearst.com,921572,0,523981,hb8582-d424-424bd-85c003154,Safari,Houston,0.04000000000000001,2017-11-06T23:22:03.000Z,2017-11-06
27,hearst.com,849362,0,523981,hb8639-f992-328df-74a322271,Chrome,Dallas,0.78,2017-11-07T07:08:04.000Z,2017-11-07
26,espn.com,665116,0,523981,hb8671-f254-424dh-22d098562,Firefox,Los Angeles,0.29,2017-11-07T18:06:33.000Z,2017-11-07
13,hearst.com,692625,0,523981,hb8909-e906-233ed-18g201506,Chrome,Atlanta,0.19,2017-11-01T00:25:56.000Z,2017-11-01
6,vice.com,344750,0,523981,hb8967-f727-173hc-15e227135,Internet Explorer,San Francisco,0.15000000000000002,2017-11-01T09:10:46.000Z,2017-11-01
27,espn.com,267768,0,523981,hb9062-a995-861aa-91f856137,Firefox,Denver,0.7999999999999999,2017-11-01T16:21:36.000Z,2017-11-01
29,yahoo.com,440743,0,523981,hb9097-c557-840ea-67c224823,Safari,Houston,0.75,2017-11-07T22:25:38.000Z,2017-11-07
44,yahoo.com,536740,0,523981,hb9309-c965-770gh-56f375580,Safari,Philadelphia,0.24,2017-11-06T15:54:18.000Z,2017-11-06
70,cafemom.com,452726,0,523981,hb9341-g448-353cc-50a032659,Chrome,San Francisco,0.85,2017-11-06T01:54:41.000Z,2017-11-06
27,hearst.com,878014,0,523981,hb9352-f135-172fa-72h980640,Internet Explorer,Dallas,0.08,2017-11-05T20:21:05.000Z,2017-11-05
19,yahoo.com,941662,0,523981,hb9422-a852-776bd-59f824959,Internet Explorer,Seattle,0.33,2017-11-04T15:04:45.000Z,2017-11-04
41,ebay.com,965278,1,523981,hb9487-g175-743cd-07b212553,Chrome,New York,0.43,2017-11-04T09:57:48.000Z,2017-11-04
5,espn.com,345991,0,523981,hb9489-c274-557ec-56c529074,Firefox,San Francisco,0.78,2017-11-03T17:12:12.000Z,2017-11-03
16,facebook.com,771449,0,523981,hb9499-g388-765dd-42e764951,Chrome,Washington DC,0.8200000000000001,2017-11-05T07:02:01.000Z,2017-11-05
23,facebook.com,316800,0,523981,hb9670-a712-318gh-35e634546,Internet Explorer,Denver,0.45,2017-11-03T23:03:10.000Z,2017-11-03
44,hearst.com,710008,0,523981,hb9699-a912-179ab-37e179884,Internet Explorer,Houston,0.31999999999999995,2017-11-05T04:35:26.000Z,2017-11-05
16,facebook.com,217735,0,523981,hb9899-b452-671fb-59e935642,Internet Explorer,Philadelphia,0.55,2017-11-02T21:00:59.000Z,2017-11-02
10,facebook.com,271584,0,523981,hc0393-g280-047cc-83c731606,Chrome,New York,0.7500000000000001,2017-11-03T04:56:39.000Z,2017-11-03
41,cafemom.com,165125,0,523981,hc0492-b780-161hg-27g627249,Firefox,Philadelphia,0.11,2017-11-07T20:11:05.000Z,2017-11-07
8,facebook.com,960705,0,523981,hc0536-b632-938de-48b988869,Firefox,Los Angeles,0.38,2017-11-02T05:40:03.000Z,2017-11-02
16,cafemom.com,504231,0,523981,hc0640-b125-016ce-02c419868,Chrome,Chicago,0.43,2017-11-05T02:58:08.000Z,2017-11-05
29,facebook.com,372284,0,523981,hc1103-f355-945ac-89h333141,Chrome,Other,0.16999999999999998,2017-11-05T07:03:54.000Z,2017-11-05
39,vice.com,991142,0,523981,hc1142-e725-364hg-19a728511,Chrome,Los Angeles,0.94,2017-11-01T23:03:57.000Z,2017-11-01
16,vice.com,579005,0,523981,hc1288-d487-822ge-76d061694,Chrome,Houston,0.85,2017-11-03T12:09:57.000Z,2017-11-03
36,nfl.com,308592,0,523981,hc1346-e519-766eg-87d455812,Internet Explorer,New York,"",2017-11-01T20:40:29.000Z,2017-11-01
37,espn.com,392463,0,523981,hc1883-g969-423ec-30c058480,Firefox,Philadelphia,0.13,2017-11-01T12:11:38.000Z,2017-11-01
22,facebook.com,463492,1,523981,hc2074-h950-416ah-94a211565,Chrome,Other,0.37,2017-11-07T23:01:38.000Z,2017-11-07
28,espn.com,885099,0,523981,hc2079-e653-985ah-08a612573,Internet Explorer,Chicago,0.7,2017-11-03T07:29:01.000Z,2017-11-03
36,vice.com,547071,0,523981,hc2148-d913-678fg-51a788723,Internet Explorer,Houston,0.7799999999999999,2017-11-04T18:24:46.000Z,2017-11-04
41,facebook.com,858936,0,523981,hc2191-a612-500bb-48d852305,Chrome,Dallas,0.15000000000000002,2017-11-06T18:36:23.000Z,2017-11-06
21,ebay.com,351837,0,523981,hc2252-g555-814hh-42g450746,Firefox,Houston,0.15999999999999998,2017-11-03T09:52:33.000Z,2017-11-03
20,ebay.com,805418,0,523981,hc2945-e590-702fe-09e075377,Safari,Los Angeles,0.060000000000000005,2017-11-02T00:18:46.000Z,2017-11-02
29,nytimes.com,520484,0,523981,hc3155-f707-932gc-00g595446,Safari,Philadelphia,0.69,2017-11-01T04:24:59.000Z,2017-11-01
35,yahoo.com,981910,0,523981,hc3208-f591-862ha-05b478995,Internet Explorer,Seattle,0.13,2017-11-01T10:08:16.000Z,2017-11-01
32,facebook.com,525545,0,523981,hc3229-e917-111bd-71b151191,Firefox,Philadelphia,0.36,2017-11-06T06:43:40.000Z,2017-11-06
21,hearst.com,226088,0,523981,hc3244-a854-176hd-57h977911,Safari,New York,0.96,2017-11-01T13:07:09.000Z,2017-11-01
33,facebook.com,409370,0,523981,hc3293-h367-093fe-69c961816,Internet Explorer,New York,0.7400000000000001,2017-11-04T18:11:24.000Z,2017-11-04
17,ebay.com,698870,0,523981,hc3398-f971-884cg-57b227130,Firefox,Denver,0.9099999999999999,2017-11-03T19:32:56.000Z,2017-11-03
18,facebook.com,827433,0,523981,hc3661-e572-167ca-37e789673,Chrome,Seattle,0.43,2017-11-01T17:22:39.000Z,2017-11-01
38,facebook.com,451659,0,523981,hc3808-b229-336fe-08b942389,Safari,New York,0.65,2017-11-04T10:40:56.000Z,2017-11-04
5,ebay.com,618654,0,523981,hc3898-b601-399dc-95d822390,Chrome,New York,0.96,2017-11-03T21:21:38.000Z,2017-11-03
29,facebook.com,728645,0,523981,hc4131-g700-078ge-58h530118,Chrome,Atlanta,-0.06,2017-11-06T00:25:56.000Z,2017-11-06
39,nytimes.com,797227,0,523981,hc4259-g550-008be-09h083371,Chrome,Denver,0.11,2017-11-02T18:36:49.000Z,2017-11-02
33,facebook.com,668999,1,523981,hc4279-c053-131bh-65c740160,Chrome,Atlanta,0.65,2017-11-05T18:03:29.000Z,2017-11-05
7,espn.com,794013,1,523981,hc4306-e382-576ee-23e610644,Chrome,Denver,0.22000000000000003,2017-11-06T05:10:58.000Z,2017-11-06
23,nfl.com,963370,0,523981,hc4709-c192-024ca-88e246071,Safari,Dallas,"",2017-11-05T21:14:52.000Z,2017-11-05
27,nytimes.com,308802,0,523981,hc4888-f323-582cb-15a192787,Internet Explorer,New York,0.5299999999999999,2017-11-05T16:46:51.000Z,2017-11-05
19,facebook.com,711674,0,523981,hc5140-g082-700ff-84a403116,Safari,Washington DC,0.11,2017-11-01T18:32:34.000Z,2017-11-01
21,facebook.com,745012,0,523981,hc5522-e110-690fb-26g307845,Chrome,Other,0.74,2017-11-03T02:58:06.000Z,2017-11-03
40,espn.com,336708,0,523981,hc5588-h145-878ad-19c552538,Firefox,Houston,0.7999999999999999,2017-11-02T09:47:37.000Z,2017-11-02
0,nytimes.com,141236,0,523981,hc5619-f851-523gh-11d132398,Internet Explorer,Other,0.62,2017-11-01T01:14:06.000Z,2017-11-01
42,vice.com,342849,0,523981,hc5620-g482-243gc-73f203181,Safari,Denver,0.61,2017-11-06T14:32:31.000Z,2017-11-06
15,facebook.com,545534,0,523981,hc5723-f814-911bh-05e770976,Chrome,Atlanta,0.35,2017-11-01T14:52:23.000Z,2017-11-01
55,yahoo.com,919896,0,523981,hc5852-f697-368eb-14e026685,Chrome,Seattle,0.79,2017-11-01T14:22:03.000Z,2017-11-01
10,ebay.com,700706,0,523981,hc5955-b561-201hd-65d143708,Safari,Dallas,0.5,2017-11-05T14:48:19.000Z,2017-11-05
